Date,Joke,Comedian,jokeID
9/14/16,"Secretary Clinton, I know you're the candidate, but here's a tip:If you want to be president, don't call the American people names. I mean, even if you're elected, no one wants to hear, 'My fellow Americans, the state of our union is one-quarter douchebag.'",Stephen Colbert,42627-6
9/14/16,"[On Clinton's ""basket of deplorables"" comment] ""What is it with older women and their love of baskets? There's a basket for the TV remote, there's a basket for the mail. The toilet paper gets a basket and a little wool hat.""",Stephen Colbert,42627-7
9/14/16,"[On Trump's criticism of Clinton's ""name-calling""] ""Yeah, what's she going to call them next, murderers and rapists? Oh, I'm sorry, those are taken.""",Stephen Colbert,42627-8
9/14/16,"There's been a lot in the news about Hillary Clinton's recent bout of pneumonia. Hillary herself tweeted about it yesterday, saying, just like any sick person, she's 'just anxious to get back out there.' To me, that shows just how out of touch Hillary is with regular people. People don't want to go back to work. Nobody's in bed at 1:00 p.m. thinking, 'Oh man, I wish I was watching Linda's PowerPoint on how to fill out my expense reports.'",James Corden,42627-9
9/14/16,"Luckily for Democrats, her recovery is going well. In fact, her doctors say she's doing so well that she'll be up and deleting emails in no time.",James Corden,42627-10
9/14/16,"Some conspiracy theorists online are actually speculating that Hillary has been using a body double to make appearances for her while she's sick. When she heard that, Hillary said, 'That's ridiculous, I've just been resting at my daughter Shelly's house - I mean, Chelsea's house.'",James Corden,42627-11
9/14/16,"Of course, the big story in politics continues to be Hillary Clinton's recovery from pneumonia, and yesterday, Hillary tweeted to her supporters that like anyone who's been home sick from work, she's 'just anxious to get back out there.' And those people said, 'No, we're pretty happy just staying home and watching Netflix. We don't want to get back out there.'",Jimmy Fallon,42627-12
9/14/16,"Meanwhile, sources say that Hillary has a tendency to get dehydrated, and her aides have a hard time getting her to drink more water. Or as the Trump campaign put it, 'Hillary has a drinking problem.'",Jimmy Fallon,42627-13
9/14/16,"Everyone just wants Hillary to rest and get better. In fact, yesterday, Joe Biden told some of Hillary's campaign workers that he's also had pneumonia before, and that if the doctor tells you to take three days off, you should actually take six days off. Of course, that advice only really works if your job is vice president.",Jimmy Fallon,42627-14
9/14/16,"[On Democratic officials empathizing with Hillary Clinton by commenting on their own bouts with sickness] ""President Obama said, 'One time I had a stomach bug that sidelined me for almost a week.' And Bernie Sanders said, 'I've had my fair share of health issues that kept me out of the game. I've had consumption, scarlet fever, smallpox, hip gout. ... Don't even get me started about my bout with croup, lockjaw, trench foot. Something they call prairie shakes. ... I've also had tent fever, I had odor mold, loose neck. Remember bubonic plague? I started the bubonic plague.""",Jimmy Fallon,42627-15
9/14/16,"Donald Trump spent today campaigning in Iowa, and it was going great until somebody tried to husk him.",Seth Meyers,42627-16
9/14/16,"Following an uproar over her hidden pneumonia diagnosis, Hillary Clinton said yesterday that she just didn't think it was going to be that big a deal to keep the illness from going public. Sure, when has keeping a secret ever hurt a Clinton?",Seth Meyers,42627-17
9/14/16,"According to a new poll, neither Hillary Clinton nor Donald Trump is currently projected to have the necessary 270 Electoral College votes to clinch the election. So you know what that means - a dance off!",Seth Meyers,42627-18
9/14/16,"Newt Gingrich commented on Hillary Clinton's current health concerns last night, and said he is unlikely to trust her medical reports. Oh, but you'll trust Donald Trump's doctor? He looks like he got his medical license from a Dave & Buster's claw machine.",Seth Meyers,42627-19
9/14/16,"Bill Clinton tried to dispel rumors yesterday about Hillary Clinton's health and said that she's almost certainly in better health than her opponent. I don't know, Trump definitely has higher levels of vitamins K, F, and C.",Seth Meyers,42627-20
9/14/16,"Hillary Clinton tweeted yesterday that like anyone who's ever been home sick from work, she's anxious to get back on the campaign trail. Yeah, you do not understand ordinary Americans. Most people who are home sick from work are thinking, 'How long can I stretch this out?'",Seth Meyers,42627-21
9/14/16,"Hillary Clinton yesterday tweeted out a calculator to help voters figure out how much they would save on student loan payments under her college plan, and so Bill could spell 'boobs.'",Seth Meyers,42627-22
9/14/16,"If you're watching Fox News for information about the election, you might as well just cut out the middle man and ask mom what her Facebook friends are saying. 'You know Linda says that Hillary has been a ghost for ten years. I don't know, it has 54 likes.'",Seth Meyers,42627-23
9/14/16,You think Trump's schedule is harder because he talks off the top of his head for an hour-and-a-half? Hillary has to prepare an actual speech. Trump shows up in a hat and windbreaker like a hungover Little League umpire.,Seth Meyers,42627-24
9/14/16,"I don't know if you heard the latest news, but a fistfight broke out at a Trump rally yesterday. ... Or, more accurately, a Trump rally broke out during a fistfight.",Conan O'Brien,42627-25
9/14/16,"Hillary Clinton revealed to Anderson Cooper that she has fainted a few times. ... Of course, I think we all get that way around Anderson Cooper.",Conan O'Brien,42627-26
9/14/16,"Donald Trump will be going on The Dr. Oz Show to discuss his health. ... He will then discuss his immigration plan with Dora the Explorer. ? Backpack is for the wall, apparently.",Conan O'Brien,42627-27
9/15/16,"[On release of hacked Colin Powell emails] ""There's a big story that reinforced what I believe is the central message of the 2016 election - never use email.""",Stephen Colbert,42628-1
9/15/16,Powell called Donald Trump 'a national disgrace and an international pariah.' ? That's not entirely fair. He's also an international disgrace and a national pariah.,Stephen Colbert,42628-2
9/15/16,"You cannot stop Trump by calling him stupid. He's like Forrest Gump:He was big in the 90s, somehow acquired a fortune, and runs longer than anyone thought he could. ? The only difference is Forrest Gump went to Vietnam.",Stephen Colbert,42628-3
9/15/16,"[On Colin Powell saying he threw a ""mini-tantrum""] ""It's nice to know that two people who have served as this country's top diplomat communicate via mini-tantrums.""",Stephen Colbert,42628-4
9/15/16,"[On Trump appearing on The Dr. Oz Show] ""If you think a presidential candidate appearing on Dr. Oz is ridiculous, later Donald dropped by the Maury Povich show and found out that he is not the father.""",James Corden,42628-5
9/15/16,"Not to be outdone, tomorrow Hillary Clinton is going to be cleared of all email charges by Judge Judy.",James Corden,42628-6
9/15/16,"Donald Trump?reportedly told Dr. Oz that he likes fast food because, quote, 'at least you know what they're putting in it.' Then workers at Taco Bell and Arby's said, 'You keep telling yourself that.'",Jimmy Fallon,42628-7
9/15/16,"A person who was in the audience for Donald Trump's taping of Dr. Oz reportedly said they learned nothing from the episode other than 'Trump's healthy, I guess.' Which makes sense, 'cause that's actually what Trump's doctor wrote, 'Trump's healthy, I guess.'",Jimmy Fallon,42628-8
9/15/16,"I saw that Donald Trump's childhood home in Queens is going up for auction next month. Yeah. Apparently the house has five bedrooms, or as Trump calls it, '20 walls.'",Jimmy Fallon,42628-9
9/15/16,"I actually found the listing for Trump's old house in today's paper. ? Trump's old home features a working fireplace, aka tax return incinerator, as well as ample pantry space to store baskets of deplorables. Next, the roof is supposedly original, even though everyone is pretty much positive it's fake. ... And finally, a backyard wall paid for by a neighbor.",Jimmy Fallon,42628-10
9/15/16,"The hackers who broke into the DNC computer network this summer?just released the cell phone number of Hillary Clinton's running mate, Tim Kaine. It was the first time a public figure had their phone number released and absolutely nothing happened.",Jimmy Fallon,42628-11
9/15/16,"I heard that the upcoming movie about President Obama's college years reportedly shows a young Obama shirtless, smoking cigarettes, and smoking weed. Or as the President calls him, '2017 Obama.'",Jimmy Fallon,42628-12
